Pin,Pin Name,Bank,I/O Type
BF1,IO_L3N_XCC_N1P1_M0P7_700,700,XPIO
BG2,IO_L3P_XCC_N1P0_M0P6_700,700,XPIO
BH1,IO_L4N_N1P3_M0P9_700,700,XPIO
BG1,IO_L4P_N1P2_M0P8_700,700,XPIO
BJ1,IO_L5N_N1P5_M0P11_700,700,XPIO
BJ2,IO_L5P_N1P4_M0P10_700,700,XPIO
BG8,IO_L6N_GC_XCC_N2P1_M0P13_700,700,XPIO
BH9,IO_L6P_GC_XCC_N2P0_M0P12_700,700,XPIO
BJ8,IO_L7N_N2P3_M0P15_700,700,XPIO
BJ9,IO_L7P_N2P2_M0P14_700,700,XPIO
BJ6,IO_L8N_N2P5_M0P17_700,700,XPIO
BJ7,IO_L8P_N2P4_M0P16_700,700,XPIO
BH7,IO_L9N_GC_XCC_N3P1_M0P19_700,700,XPIO
BG7,IO_L9P_GC_XCC_N3P0_M0P18_700,700,XPIO
BE16,IO_VR_700,700,XPIO
BH11,VCCO_700,700,NA
BJ10,VCCO_700,700,NA
BJ11,VCCO_700,700,NA
BK4,IO_L0N_XCC_N0P1_M0P55_701,701,XPIO
BK5,IO_L0P_XCC_N0P0_M0P54_701,701,XPIO
BR2,IO_L10N_N3P3_M0P75_701,701,XPIO
BP2,IO_L10P_N3P2_M0P74_701,701,XPIO
BP1,IO_L11N_N3P5_M0P77_701,701,XPIO
BN1,IO_L11P_N3P4_M0P76_701,701,XPIO
BM9,IO_L12N_GC_XCC_N4P1_M0P79_701,701,XPIO
BL9,IO_L12P_GC_XCC_N4P0_M0P78_701,701,XPIO
BL8,IO_L13N_N4P3_M0P81_701,701,XPIO
BK8,IO_L13P_N4P2_M0P80_701,701,XPIO
BM7,IO_L14N_N4P5_M0P83_701,701,XPIO
BL7,IO_L14P_N4P4_M0P82_701,701,XPIO
BR7,IO_L15N_XCC_N5P1_M0P85_701,701,XPIO
BP7,IO_L15P_XCC_N5P0_M0P84_701,701,XPIO
BP6,IO_L16N_N5P3_M0P87_701,701,XPIO
BN6,IO_L16P_N5P2_M0P86_701,701,XPIO
BM6,IO_L17N_N5P5_M0P89_701,701,XPIO
BL6,IO_L17P_N5P4_M0P88_701,701,XPIO
BU9,IO_L18N_XCC_N6P1_M0P91_701,701,XPIO
BT10,IO_L18P_XCC_N6P0_M0P90_701,701,XPIO
BV9,IO_L19N_N6P3_M0P93_701,701,XPIO
BV10,IO_L19P_N6P2_M0P92_701,701,XPIO
BL4,IO_L1N_N0P3_M0P57_701,701,XPIO
BL5,IO_L1P_N0P2_M0P56_701,701,XPIO
BT9,IO_L20N_N6P5_M0P95_701,701,XPIO
BR9,IO_L20P_N6P4_M0P94_701,701,XPIO
BT7,IO_L21N_XCC_N7P1_M0P97_701,701,XPIO
BR8,IO_L21P_XCC_N7P0_M0P96_701,701,XPIO
BV8,IO_L22N_N7P3_M0P99_701,701,XPIO
BU8,IO_L22P_N7P2_M0P98_701,701,XPIO
BU6,IO_L23N_N7P5_M0P101_701,701,XPIO
BU7,IO_L23P_N7P4_M0P100_701,701,XPIO
BR5,IO_L24N_GC_XCC_N8P1_M0P103_701,701,XPIO
BP5,IO_L24P_GC_XCC_N8P0_M0P102_701,701,XPIO
BT5,IO_L25N_N8P3_M0P105_701,701,XPIO
BT6,IO_L25P_N8P2_M0P104_701,701,XPIO
BV5,IO_L26N_N8P5_M0P107_701,701,XPIO
BV6,IO_L26P_N8P4_M0P106_701,701,XPIO
BM3,IO_L2N_N0P5_M0P59_701,701,XPIO
BM4,IO_L2P_N0P4_M0P58_701,701,XPIO
BM1,IO_L3N_XCC_N1P1_M0P61_701,701,XPIO
BM2,IO_L3P_XCC_N1P0_M0P60_701,701,XPIO
BL1,IO_L4N_N1P3_M0P63_701,701,XPIO
BL2,IO_L4P_N1P2_M0P62_701,701,XPIO
BK2,IO_L5N_N1P5_M0P65_701,701,XPIO
BK3,IO_L5P_N1P4_M0P64_701,701,XPIO
BN4,IO_L6N_GC_XCC_N2P1_M0P67_701,701,XPIO
BN5,IO_L6P_GC_XCC_N2P0_M0P66_701,701,XPIO
BR3,IO_L7N_N2P3_M0P69_701,701,XPIO
BR4,IO_L7P_N2P2_M0P68_701,701,XPIO
BU4,IO_L8N_N2P5_M0P71_701,701,XPIO
BT4,IO_L8P_N2P4_M0P70_701,701,XPIO
BP3,IO_L9N_GC_XCC_N3P1_M0P73_701,701,XPIO
BN3,IO_L9P_GC_XCC_N3P0_M0P72_701,701,XPIO
BN8,VCCO_701,701,NA
BN9,VCCO_701,701,NA
BP8,VCCO_701,701,NA
BV11,IO_L0N_XCC_N0P1_M0P109_702,702,XPIO
BU11,IO_L0P_XCC_N0P0_M0P108_702,702,XPIO
BT15,IO_L10N_N3P3_M0P129_702,702,XPIO
BR15,IO_L10P_N3P2_M0P128_702,702,XPIO
BT17,IO_L11N_N3P5_M0P131_702,702,XPIO
BR17,IO_L11P_N3P4_M0P130_702,702,XPIO
BL12,IO_L12N_GC_XCC_N4P1_M0P133_702,702,XPIO
BL11,IO_L12P_GC_XCC_N4P0_M0P132_702,702,XPIO
BM14,IO_L13N_N4P3_M0P135_702,702,XPIO
BL13,IO_L13P_N4P2_M0P134_702,702,XPIO
BM15,IO_L14N_N4P5_M0P137_702,702,XPIO
BL15,IO_L14P_N4P4_M0P136_702,702,XPIO
BN16,IO_L15N_XCC_N5P1_M0P139_702,702,XPIO
BM17,IO_L15P_XCC_N5P0_M0P138_702,702,XPIO
BN13,IO_L16N_N5P3_M0P141_702,702,XPIO
BM13,IO_L16P_N5P2_M0P140_702,702,XPIO
BN11,IO_L17N_N5P5_M0P143_702,702,XPIO
BM11,IO_L17P_N5P4_M0P142_702,702,XPIO
BJ13,IO_L18N_XCC_N6P1_M0P145_702,702,XPIO
BJ12,IO_L18P_XCC_N6P0_M0P144_702,702,XPIO
BJ16,IO_L19N_N6P3_M0P147_702,702,XPIO
BJ15,IO_L19P_N6P2_M0P146_702,702,XPIO
BV13,IO_L1N_N0P3_M0P111_702,702,XPIO
BU12,IO_L1P_N0P2_M0P110_702,702,XPIO
BL17,IO_L20N_N6P5_M0P149_702,702,XPIO
BK17,IO_L20P_N6P4_M0P148_702,702,XPIO
BL16,IO_L21N_XCC_N7P1_M0P151_702,702,XPIO
BK15,IO_L21P_XCC_N7P0_M0P150_702,702,XPIO
BK14,IO_L22N_N7P3_M0P153_702,702,XPIO
BK13,IO_L22P_N7P2_M0P152_702,702,XPIO
BL10,IO_L23N_N7P5_M0P155_702,702,XPIO
BK10,IO_L23P_N7P4_M0P154_702,702,XPIO
BP10,IO_L24N_GC_XCC_N8P1_M0P157_702,702,XPIO
BN10,IO_L24P_GC_XCC_N8P0_M0P156_702,702,XPIO
BP12,IO_L25N_N8P3_M0P159_702,702,XPIO
BP11,IO_L25P_N8P2_M0P158_702,702,XPIO
BP15,IO_L26N_N8P5_M0P161_702,702,XPIO
BN15,IO_L26P_N8P4_M0P160_702,702,XPIO
BU14,IO_L2N_N0P5_M0P113_702,702,XPIO
BU13,IO_L2P_N0P4_M0P112_702,702,XPIO
BV15,IO_L3N_XCC_N1P1_M0P115_702,702,XPIO
BV14,IO_L3P_XCC_N1P0_M0P114_702,702,XPIO
BU16,IO_L4N_N1P3_M0P117_702,702,XPIO
BT16,IO_L4P_N1P2_M0P116_702,702,XPIO
BV16,IO_L5N_N1P5_M0P119_702,702,XPIO
BU17,IO_L5P_N1P4_M0P118_702,702,XPIO
BT11,IO_L6N_GC_XCC_N2P1_M0P121_702,702,XPIO
BR10,IO_L6P_GC_XCC_N2P0_M0P120_702,702,XPIO
BT12,IO_L7N_N2P3_M0P123_702,702,XPIO
BR12,IO_L7P_N2P2_M0P122_702,702,XPIO
BR13,IO_L8N_N2P5_M0P125_702,702,XPIO
BP13,IO_L8P_N2P4_M0P124_702,702,XPIO
BT14,IO_L9N_GC_XCC_N3P1_M0P127_702,702,XPIO
BR14,IO_L9P_GC_XCC_N3P0_M0P126_702,702,XPIO
BN17,VCCO_702,702,NA
BP16,VCCO_702,702,NA
BP17,VCCO_702,702,NA
BT22,IO_L0N_XCC_N0P1_M1P1_703,703,XPIO
BR22,IO_L0P_XCC_N0P0_M1P0_703,703,XPIO
BT19,IO_L10N_N3P3_M1P21_703,703,XPIO
BR19,IO_L10P_N3P2_M1P20_703,703,XPIO
BR18,IO_L11N_N3P5_M1P23_703,703,XPIO
BP18,IO_L11P_N3P4_M1P22_703,703,XPIO
BJ17,IO_L12N_GC_XCC_N4P1_M1P25_703,703,XPIO
BH18,IO_L12P_GC_XCC_N4P0_M1P24_703,703,XPIO
BH19,IO_L13N_N4P3_M1P27_703,703,XPIO
BG20,IO_L13P_N4P2_M1P26_703,703,XPIO
BH22,IO_L14N_N4P5_M1P29_703,703,XPIO
BH21,IO_L14P_N4P4_M1P28_703,703,XPIO
BJ21,IO_L15N_XCC_N5P1_M1P31_703,703,XPIO
BJ20,IO_L15P_XCC_N5P0_M1P30_703,703,XPIO
BK19,IO_L16N_N5P3_M1P33_703,703,XPIO
BJ19,IO_L16P_N5P2_M1P32_703,703,XPIO
BL19,IO_L17N_N5P5_M1P35_703,703,XPIO
BK18,IO_L17P_N5P4_M1P34_703,703,XPIO
BF18,IO_L18N_XCC_N6P1_M1P37_703,703,XPIO
BE17,IO_L18P_XCC_N6P0_M1P36_703,703,XPIO
BE20,IO_L19N_N6P3_M1P39_703,703,XPIO
BE19,IO_L19P_N6P2_M1P38_703,703,XPIO
BT21,IO_L1N_N0P3_M1P3_703,703,XPIO
BT20,IO_L1P_N0P2_M1P2_703,703,XPIO
BF22,IO_L20N_N6P5_M1P41_703,703,XPIO
BE22,IO_L20P_N6P4_M1P40_703,703,XPIO
BG21,IO_L21N_XCC_N7P1_M1P43_703,703,XPIO
BF21,IO_L21P_XCC_N7P0_M1P42_703,703,XPIO
BG19,IO_L22N_N7P3_M1P45_703,703,XPIO
BF19,IO_L22P_N7P2_M1P44_703,703,XPIO
BH17,IO_L23N_N7P5_M1P47_703,703,XPIO
BG17,IO_L23P_N7P4_M1P46_703,703,XPIO
BK22,IO_L24N_GC_XCC_N8P1_M1P49_703,703,XPIO
BK21,IO_L24P_GC_XCC_N8P0_M1P48_703,703,XPIO
BL21,IO_L25N_N8P3_M1P51_703,703,XPIO
BL20,IO_L25P_N8P2_M1P50_703,703,XPIO
BM22,IO_L26N_N8P5_M1P53_703,703,XPIO
BM21,IO_L26P_N8P4_M1P52_703,703,XPIO
BU19,IO_L2N_N0P5_M1P5_703,703,XPIO
BU18,IO_L2P_N0P4_M1P4_703,703,XPIO
BU22,IO_L3N_XCC_N1P1_M1P7_703,703,XPIO
BU21,IO_L3P_XCC_N1P0_M1P6_703,703,XPIO
BV21,IO_L4N_N1P3_M1P9_703,703,XPIO
BV20,IO_L4P_N1P2_M1P8_703,703,XPIO
BV19,IO_L5N_N1P5_M1P11_703,703,XPIO
BV18,IO_L5P_N1P4_M1P10_703,703,XPIO
BM19,IO_L6N_GC_XCC_N2P1_M1P13_703,703,XPIO
BM18,IO_L6P_GC_XCC_N2P0_M1P12_703,703,XPIO
BN20,IO_L7N_N2P3_M1P15_703,703,XPIO
BN19,IO_L7P_N2P2_M1P14_703,703,XPIO
BP21,IO_L8N_N2P5_M1P17_703,703,XPIO
BN21,IO_L8P_N2P4_M1P16_703,703,XPIO
BR20,IO_L9N_GC_XCC_N3P1_M1P19_703,703,XPIO
BP20,IO_L9P_GC_XCC_N3P0_M1P18_703,703,XPIO
BN23,VCCO_703,703,NA
BP22,VCCO_703,703,NA
BP23,VCCO_703,703,NA
BN24,IO_L0N_XCC_N0P1_M1P55_704,704,XPIO
BM23,IO_L0P_XCC_N0P0_M1P54_704,704,XPIO
BU27,IO_L10N_N3P3_M1P75_704,704,XPIO
BT27,IO_L10P_N3P2_M1P74_704,704,XPIO
BV26,IO_L11N_N3P5_M1P77_704,704,XPIO
BU26,IO_L11P_N3P4_M1P76_704,704,XPIO
BE23,IO_L12N_GC_XCC_N4P1_M1P79_704,704,XPIO
BD24,IO_L12P_GC_XCC_N4P0_M1P78_704,704,XPIO
BG24,IO_L13N_N4P3_M1P81_704,704,XPIO
BF24,IO_L13P_N4P2_M1P80_704,704,XPIO
BH23,IO_L14N_N4P5_M1P83_704,704,XPIO
BG23,IO_L14P_N4P4_M1P82_704,704,XPIO
BH26,IO_L15N_XCC_N5P1_M1P85_704,704,XPIO
BH25,IO_L15P_XCC_N5P0_M1P84_704,704,XPIO
BJ25,IO_L16N_N5P3_M1P87_704,704,XPIO
BJ24,IO_L16P_N5P2_M1P86_704,704,XPIO
BK23,IO_L17N_N5P5_M1P89_704,704,XPIO
BJ23,IO_L17P_N5P4_M1P88_704,704,XPIO
BD27,IO_L18N_XCC_N6P1_M1P91_704,704,XPIO
BD26,IO_L18P_XCC_N6P0_M1P90_704,704,XPIO
BE26,IO_L19N_N6P3_M1P93_704,704,XPIO
BE25,IO_L19P_N6P2_M1P92_704,704,XPIO
BN25,IO_L1N_N0P3_M1P57_704,704,XPIO
BM25,IO_L1P_N0P2_M1P56_704,704,XPIO
BG25,IO_L20N_N6P5_M1P95_704,704,XPIO
BF25,IO_L20P_N6P4_M1P94_704,704,XPIO
BG27,IO_L21N_XCC_N7P1_M1P97_704,704,XPIO
BF27,IO_L21P_XCC_N7P0_M1P96_704,704,XPIO
BJ27,IO_L22N_N7P3_M1P99_704,704,XPIO
BH27,IO_L22P_N7P2_M1P98_704,704,XPIO
BK27,IO_L23N_N7P5_M1P101_704,704,XPIO
BK26,IO_L23P_N7P4_M1P100_704,704,XPIO
BL24,IO_L24N_GC_XCC_N8P1_M1P103_704,704,XPIO
BL23,IO_L24P_GC_XCC_N8P0_M1P102_704,704,XPIO
BL25,IO_L25N_N8P3_M1P105_704,704,XPIO
BK25,IO_L25P_N8P2_M1P104_704,704,XPIO
BM27,IO_L26N_N8P5_M1P107_704,704,XPIO
BL27,IO_L26P_N8P4_M1P106_704,704,XPIO
BR24,IO_L2N_N0P5_M1P59_704,704,XPIO
BR23,IO_L2P_N0P4_M1P58_704,704,XPIO
BV23,IO_L3N_XCC_N1P1_M1P61_704,704,XPIO
BU23,IO_L3P_XCC_N1P0_M1P60_704,704,XPIO
BU24,IO_L4N_N1P3_M1P63_704,704,XPIO
BT24,IO_L4P_N1P2_M1P62_704,704,XPIO
BV25,IO_L5N_N1P5_M1P65_704,704,XPIO
BV24,IO_L5P_N1P4_M1P64_704,704,XPIO
BN27,IO_L6N_GC_XCC_N2P1_M1P67_704,704,XPIO
BM26,IO_L6P_GC_XCC_N2P0_M1P66_704,704,XPIO
BP26,IO_L7N_N2P3_M1P69_704,704,XPIO
BP25,IO_L7P_N2P2_M1P68_704,704,XPIO
BT25,IO_L8N_N2P5_M1P71_704,704,XPIO
BR25,IO_L8P_N2P4_M1P70_704,704,XPIO
BT26,IO_L9N_GC_XCC_N3P1_M1P73_704,704,XPIO
BR27,IO_L9P_GC_XCC_N3P0_M1P72_704,704,XPIO
BN28,VCCO_704,704,NA
BP27,VCCO_704,704,NA
BP28,VCCO_704,704,NA
BV28,IO_L0N_XCC_N0P1_M1P109_705,705,XPIO
BU28,IO_L0P_XCC_N0P0_M1P108_705,705,XPIO
BR29,IO_L10N_N3P3_M1P129_705,705,XPIO
BR28,IO_L10P_N3P2_M1P128_705,705,XPIO
BT30,IO_L11N_N3P5_M1P131_705,705,XPIO
BR30,IO_L11P_N3P4_M1P130_705,705,XPIO
BG32,IO_L12N_GC_XCC_N4P1_M1P133_705,705,XPIO
BG31,IO_L12P_GC_XCC_N4P0_M1P132_705,705,XPIO
BH31,IO_L13N_N4P3_M1P135_705,705,XPIO
BH30,IO_L13P_N4P2_M1P134_705,705,XPIO
BJ29,IO_L14N_N4P5_M1P137_705,705,XPIO
BJ28,IO_L14P_N4P4_M1P136_705,705,XPIO
BJ32,IO_L15N_XCC_N5P1_M1P139_705,705,XPIO
BJ31,IO_L15P_XCC_N5P0_M1P138_705,705,XPIO
BJ33,IO_L16N_N5P3_M1P141_705,705,XPIO
BH33,IO_L16P_N5P2_M1P140_705,705,XPIO
BL32,IO_L17N_N5P5_M1P143_705,705,XPIO
BK33,IO_L17P_N5P4_M1P142_705,705,XPIO
BE29,IO_L18N_XCC_N6P1_M1P145_705,705,XPIO
BE28,IO_L18P_XCC_N6P0_M1P144_705,705,XPIO
BE32,IO_L19N_N6P3_M1P147_705,705,XPIO
BE31,IO_L19P_N6P2_M1P146_705,705,XPIO
BU29,IO_L1N_N0P3_M1P111_705,705,XPIO
BT29,IO_L1P_N0P2_M1P110_705,705,XPIO
BG33,IO_L20N_N6P5_M1P149_705,705,XPIO
BF33,IO_L20P_N6P4_M1P148_705,705,XPIO
BF31,IO_L21N_XCC_N7P1_M1P151_705,705,XPIO
BF30,IO_L21P_XCC_N7P0_M1P150_705,705,XPIO
BG28,IO_L22N_N7P3_M1P153_705,705,XPIO
BF28,IO_L22P_N7P2_M1P152_705,705,XPIO
BH29,IO_L23N_N7P5_M1P155_705,705,XPIO
BG29,IO_L23P_N7P4_M1P154_705,705,XPIO
BL29,IO_L24N_GC_XCC_N8P1_M1P157_705,705,XPIO
BL28,IO_L24P_GC_XCC_N8P0_M1P156_705,705,XPIO
BK30,IO_L25N_N8P3_M1P159_705,705,XPIO
BK29,IO_L25P_N8P2_M1P158_705,705,XPIO
BL31,IO_L26N_N8P5_M1P161_705,705,XPIO
BK31,IO_L26P_N8P4_M1P160_705,705,XPIO
BT32,IO_L2N_N0P5_M1P113_705,705,XPIO
BR32,IO_L2P_N0P4_M1P112_705,705,XPIO
BU32,IO_L3N_XCC_N1P1_M1P115_705,705,XPIO
BT31,IO_L3P_XCC_N1P0_M1P114_705,705,XPIO
BV31,IO_L4N_N1P3_M1P117_705,705,XPIO
BU31,IO_L4P_N1P2_M1P116_705,705,XPIO
BV30,IO_L5N_N1P5_M1P119_705,705,XPIO
BV29,IO_L5P_N1P4_M1P118_705,705,XPIO
BN29,IO_L6N_GC_XCC_N2P1_M1P121_705,705,XPIO
BM29,IO_L6P_GC_XCC_N2P0_M1P120_705,705,XPIO
BM31,IO_L7N_N2P3_M1P123_705,705,XPIO
BM30,IO_L7P_N2P2_M1P122_705,705,XPIO
BN32,IO_L8N_N2P5_M1P125_705,705,XPIO
BN31,IO_L8P_N2P4_M1P124_705,705,XPIO
BP31,IO_L9N_GC_XCC_N3P1_M1P127_705,705,XPIO
BP30,IO_L9P_GC_XCC_N3P0_M1P126_705,705,XPIO
BN33,VCCO_705,705,NA
BP32,VCCO_705,705,NA
BP33,VCCO_705,705,NA
BT36,IO_L0N_XCC_N0P1_M2P1_706,706,XPIO
BT35,IO_L0P_XCC_N0P0_M2P0_706,706,XPIO
BR35,IO_L10N_N3P3_M2P21_706,706,XPIO
BR34,IO_L10P_N3P2_M2P20_706,706,XPIO
BT34,IO_L11N_N3P5_M2P23_706,706,XPIO
BR33,IO_L11P_N3P4_M2P22_706,706,XPIO
BH35,IO_L12N_GC_XCC_N4P1_M2P25_706,706,XPIO
BH34,IO_L12P_GC_XCC_N4P0_M2P24_706,706,XPIO
BH38,IO_L13N_N4P3_M2P27_706,706,XPIO
BH37,IO_L13P_N4P2_M2P26_706,706,XPIO
BJ37,IO_L14N_N4P5_M2P29_706,706,XPIO
BJ36,IO_L14P_N4P4_M2P28_706,706,XPIO
BK34,IO_L15N_XCC_N5P1_M2P31_706,706,XPIO
BJ35,IO_L15P_XCC_N5P0_M2P30_706,706,XPIO
BL35,IO_L16N_N5P3_M2P33_706,706,XPIO
BK35,IO_L16P_N5P2_M2P32_706,706,XPIO
BK38,IO_L17N_N5P5_M2P35_706,706,XPIO
BK37,IO_L17P_N5P4_M2P34_706,706,XPIO
BE37,IO_L18N_XCC_N6P1_M2P37_706,706,XPIO
BD36,IO_L18P_XCC_N6P0_M2P36_706,706,XPIO
BE35,IO_L19N_N6P3_M2P39_706,706,XPIO
BD35,IO_L19P_N6P2_M2P38_706,706,XPIO
BV38,IO_L1N_N0P3_M2P3_706,706,XPIO
BU38,IO_L1P_N0P2_M2P2_706,706,XPIO
BE34,IO_L20N_N6P5_M2P41_706,706,XPIO
BD33,IO_L20P_N6P4_M2P40_706,706,XPIO
BG35,IO_L21N_XCC_N7P1_M2P43_706,706,XPIO
BF34,IO_L21P_XCC_N7P0_M2P42_706,706,XPIO
BG36,IO_L22N_N7P3_M2P45_706,706,XPIO
BF36,IO_L22P_N7P2_M2P44_706,706,XPIO
BG37,IO_L23N_N7P5_M2P47_706,706,XPIO
BF37,IO_L23P_N7P4_M2P46_706,706,XPIO
BM33,IO_L24N_GC_XCC_N8P1_M2P49_706,706,XPIO
BL33,IO_L24P_GC_XCC_N8P0_M2P48_706,706,XPIO
BL37,IO_L25N_N8P3_M2P51_706,706,XPIO
BL36,IO_L25P_N8P2_M2P50_706,706,XPIO
BM38,IO_L26N_N8P5_M2P53_706,706,XPIO
BM37,IO_L26P_N8P4_M2P52_706,706,XPIO
BU37,IO_L2N_N0P5_M2P5_706,706,XPIO
BU36,IO_L2P_N0P4_M2P4_706,706,XPIO
BV36,IO_L3N_XCC_N1P1_M2P7_706,706,XPIO
BV35,IO_L3P_XCC_N1P0_M2P6_706,706,XPIO
BV34,IO_L4N_N1P3_M2P9_706,706,XPIO
BU34,IO_L4P_N1P2_M2P8_706,706,XPIO
BV33,IO_L5N_N1P5_M2P11_706,706,XPIO
BU33,IO_L5P_N1P4_M2P10_706,706,XPIO
BM35,IO_L6N_GC_XCC_N2P1_M2P13_706,706,XPIO
BM34,IO_L6P_GC_XCC_N2P0_M2P12_706,706,XPIO
BP35,IO_L7N_N2P3_M2P15_706,706,XPIO
BN35,IO_L7P_N2P2_M2P14_706,706,XPIO
BP36,IO_L8N_N2P5_M2P17_706,706,XPIO
BN36,IO_L8P_N2P4_M2P16_706,706,XPIO
BT37,IO_L9N_GC_XCC_N3P1_M2P19_706,706,XPIO
BR37,IO_L9P_GC_XCC_N3P0_M2P18_706,706,XPIO
BN37,VCCO_706,706,NA
BP37,VCCO_706,706,NA
BP38,VCCO_706,706,NA
BN40,IO_L0N_XCC_N0P1_M2P55_707,707,XPIO
BN39,IO_L0P_XCC_N0P0_M2P54_707,707,XPIO
BV43,IO_L10N_N3P3_M2P75_707,707,XPIO
BU43,IO_L10P_N3P2_M2P74_707,707,XPIO
BV44,IO_L11N_N3P5_M2P77_707,707,XPIO
BU44,IO_L11P_N3P4_M2P76_707,707,XPIO
BE41,IO_L12N_GC_XCC_N4P1_M2P79_707,707,XPIO
BE40,IO_L12P_GC_XCC_N4P0_M2P78_707,707,XPIO
BF39,IO_L13N_N4P3_M2P81_707,707,XPIO
BE38,IO_L13P_N4P2_M2P80_707,707,XPIO
BG40,IO_L14N_N4P5_M2P83_707,707,XPIO
BG39,IO_L14P_N4P4_M2P82_707,707,XPIO
BJ40,IO_L15N_XCC_N5P1_M2P85_707,707,XPIO
BH41,IO_L15P_XCC_N5P0_M2P84_707,707,XPIO
BJ39,IO_L16N_N5P3_M2P87_707,707,XPIO
BH39,IO_L16P_N5P2_M2P86_707,707,XPIO
BL39,IO_L17N_N5P5_M2P89_707,707,XPIO
BK39,IO_L17P_N5P4_M2P88_707,707,XPIO
BG41,IO_L18N_XCC_N6P1_M2P91_707,707,XPIO
BF40,IO_L18P_XCC_N6P0_M2P90_707,707,XPIO
BG43,IO_L19N_N6P3_M2P93_707,707,XPIO
BF42,IO_L19P_N6P2_M2P92_707,707,XPIO
BR40,IO_L1N_N0P3_M2P57_707,707,XPIO
BP40,IO_L1P_N0P2_M2P56_707,707,XPIO
BH43,IO_L20N_N6P5_M2P95_707,707,XPIO
BH42,IO_L20P_N6P4_M2P94_707,707,XPIO
BK41,IO_L21N_XCC_N7P1_M2P97_707,707,XPIO
BJ41,IO_L21P_XCC_N7P0_M2P96_707,707,XPIO
BK43,IO_L22N_N7P3_M2P99_707,707,XPIO
BJ43,IO_L22P_N7P2_M2P98_707,707,XPIO
BL43,IO_L23N_N7P5_M2P101_707,707,XPIO
BK42,IO_L23P_N7P4_M2P100_707,707,XPIO
BM39,IO_L24N_GC_XCC_N8P1_M2P103_707,707,XPIO
BL40,IO_L24P_GC_XCC_N8P0_M2P102_707,707,XPIO
BM41,IO_L25N_N8P3_M2P105_707,707,XPIO
BL41,IO_L25P_N8P2_M2P104_707,707,XPIO
BM43,IO_L26N_N8P5_M2P107_707,707,XPIO
BM42,IO_L26P_N8P4_M2P106_707,707,XPIO
BR39,IO_L2N_N0P5_M2P59_707,707,XPIO
BR38,IO_L2P_N0P4_M2P58_707,707,XPIO
BT40,IO_L3N_XCC_N1P1_M2P61_707,707,XPIO
BT39,IO_L3P_XCC_N1P0_M2P60_707,707,XPIO
BV39,IO_L4N_N1P3_M2P63_707,707,XPIO
BU39,IO_L4P_N1P2_M2P62_707,707,XPIO
BV41,IO_L5N_N1P5_M2P65_707,707,XPIO
BV40,IO_L5P_N1P4_M2P64_707,707,XPIO
BP41,IO_L6N_GC_XCC_N2P1_M2P67_707,707,XPIO
BN41,IO_L6P_GC_XCC_N2P0_M2P66_707,707,XPIO
BR43,IO_L7N_N2P3_M2P69_707,707,XPIO
BR42,IO_L7P_N2P2_M2P68_707,707,XPIO
BU41,IO_L8N_N2P5_M2P71_707,707,XPIO
BT41,IO_L8P_N2P4_M2P70_707,707,XPIO
BU42,IO_L9N_GC_XCC_N3P1_M2P73_707,707,XPIO
BT42,IO_L9P_GC_XCC_N3P0_M2P72_707,707,XPIO
BN43,VCCO_707,707,NA
BP42,VCCO_707,707,NA
BP43,VCCO_707,707,NA
BR45,IO_L0N_XCC_N0P1_M2P109_708,708,XPIO
BR44,IO_L0P_XCC_N0P0_M2P108_708,708,XPIO
BP47,IO_L10N_N3P3_M2P129_708,708,XPIO
BP46,IO_L10P_N3P2_M2P128_708,708,XPIO
BR48,IO_L11N_N3P5_M2P131_708,708,XPIO
BR47,IO_L11P_N3P4_M2P130_708,708,XPIO
BJ44,IO_L12N_GC_XCC_N4P1_M2P133_708,708,XPIO
BH45,IO_L12P_GC_XCC_N4P0_M2P132_708,708,XPIO
BK45,IO_L13N_N4P3_M2P135_708,708,XPIO
BJ45,IO_L13P_N4P2_M2P134_708,708,XPIO
BJ48,IO_L14N_N4P5_M2P137_708,708,XPIO
BJ47,IO_L14P_N4P4_M2P136_708,708,XPIO
BK50,IO_L15N_XCC_N5P1_M2P139_708,708,XPIO
BK49,IO_L15P_XCC_N5P0_M2P138_708,708,XPIO
BK47,IO_L16N_N5P3_M2P141_708,708,XPIO
BK46,IO_L16P_N5P2_M2P140_708,708,XPIO
BL45,IO_L17N_N5P5_M2P143_708,708,XPIO
BL44,IO_L17P_N5P4_M2P142_708,708,XPIO
BG45,IO_L18N_XCC_N6P1_M2P145_708,708,XPIO
BG44,IO_L18P_XCC_N6P0_M2P144_708,708,XPIO
BG48,IO_L19N_N6P3_M2P147_708,708,XPIO
BG47,IO_L19P_N6P2_M2P146_708,708,XPIO
BT45,IO_L1N_N0P3_M2P111_708,708,XPIO
BT44,IO_L1P_N0P2_M2P110_708,708,XPIO
BG49,IO_L20N_N6P5_M2P149_708,708,XPIO
BF50,IO_L20P_N6P4_M2P148_708,708,XPIO
BH50,IO_L21N_XCC_N7P1_M2P151_708,708,XPIO
BG50,IO_L21P_XCC_N7P0_M2P150_708,708,XPIO
BJ49,IO_L22N_N7P3_M2P153_708,708,XPIO
BH49,IO_L22P_N7P2_M2P152_708,708,XPIO
BH47,IO_L23N_N7P5_M2P155_708,708,XPIO
BH46,IO_L23P_N7P4_M2P154_708,708,XPIO
BM50,IO_L24N_GC_XCC_N8P1_M2P157_708,708,XPIO
